index,Date,Country,Cumulative number of case(s),Number of deaths,Number recovered
2041,2003-06-20,China,5326,347,4806
2042,2003-06-20,"Hong Kong SAR, China",1755,296,1403
2043,2003-06-20,"Macao SAR, China",1,0,1
2044,2003-06-20,"Taiwan, China",695,84,480
2045,2003-06-20,Colombia,1,0,1
2046,2003-06-20,Finland,1,0,1
2047,2003-06-20,France,7,0,6
2048,2003-06-20,Germany,10,0,9
2049,2003-06-20,India,3,0,3
2050,2003-06-20,Indonesia,2,0,2
2051,2003-06-20,Italy,9,0,9
2052,2003-06-20,Kuwait,1,0,1
2053,2003-06-20,Malaysia,5,2,3
2054,2003-06-20,Mongolia,9,0,9
2055,2003-06-20,New Zealand,1,0,1
2056,2003-06-20,Philippines,14,2,12
2057,2003-06-20,Republic of Ireland,1,0,1
2058,2003-06-20,Republic of Korea,3,0,3
2059,2003-06-20,Romania,1,0,1
2060,2003-06-20,Russian Federation,1,0,0
2061,2003-06-20,Singapore,206,31,170
2062,2003-06-20,South Africa,1,1,0
2063,2003-06-20,Spain,1,0,1
2064,2003-06-20,Sweden,3,0,3
2065,2003-06-20,Switzerland,1,0,1
2066,2003-06-20,Thailand,9,2,6
2067,2003-06-20,United Kingdom,4,0,4
2068,2003-06-20,United States,74,0,36
2069,2003-06-20,Viet Nam,63,5,58
2070,2003-06-23,Brazil,3,0,2
2071,2003-06-23,Canada,246,35,182
2072,2003-06-23,China,5326,347,4895
2073,2003-06-23,"Hong Kong SAR, China",1755,296,1411
2074,2003-06-23,"Macao SAR, China",1,0,1
2075,2003-06-23,"Taiwan, China",692,84,486
2076,2003-06-23,Colombia,1,0,1
2077,2003-06-23,Finland,1,0,1
2078,2003-06-23,France,7,0,6
2079,2003-06-23,Germany,10,0,9
2080,2003-06-23,India,3,0,3
2081,2003-06-23,Indonesia,2,0,2
2082,2003-06-23,Italy,9,0,9
2083,2003-06-23,Kuwait,1,0,1
2084,2003-06-23,Malaysia,5,2,3
2085,2003-06-23,Mongolia,9,0,9
2086,2003-06-23,New Zealand,1,0,1
2087,2003-06-23,Philippines,14,2,12
2088,2003-06-23,Republic of Ireland,1,0,1
2089,2003-06-23,Republic of Korea,3,0,3
2090,2003-06-23,Romania,1,0,1
2091,2003-06-23,Russian Federation,1,0,0
2092,2003-06-23,Singapore,206,31,170
2093,2003-06-23,South Africa,1,1,0
2094,2003-06-23,Spain,1,0,1
2095,2003-06-23,Sweden,3,0,3
2096,2003-06-23,Switzerland,1,0,1
2097,2003-06-23,Thailand,9,2,7
2098,2003-06-23,United Kingdom,4,0,4
2099,2003-06-23,United States,74,0,36
2100,2003-06-23,Viet Nam,63,5,58
2101,2003-06-24,Brazil,3,0,2
2102,2003-06-24,Canada,249,37,188
2103,2003-06-24,China,5326,347,4901
2104,2003-06-24,"Hong Kong SAR, China",1755,296,1417
2105,2003-06-24,"Macao SAR, China",1,0,1
2106,2003-06-24,"Taiwan, China",687,84,492
2107,2003-06-24,Colombia,1,0,1
2108,2003-06-24,Finland,1,0,1
2109,2003-06-24,France,7,0,6
2110,2003-06-24,Germany,10,0,9
2111,2003-06-24,India,3,0,3
2112,2003-06-24,Indonesia,2,0,2
2113,2003-06-24,Italy,9,0,9
2114,2003-06-24,Kuwait,1,0,1
2115,2003-06-24,Malaysia,5,2,3
2116,2003-06-24,Mongolia,9,0,9
2117,2003-06-24,New Zealand,1,0,1
2118,2003-06-24,Philippines,14,2,12
2119,2003-06-24,Republic of Ireland,1,0,1
2120,2003-06-24,Republic of Korea,3,0,3
2121,2003-06-24,Romania,1,0,1
2122,2003-06-24,Russian Federation,1,0,0
2123,2003-06-24,Singapore,206,31,170
2124,2003-06-24,South Africa,1,1,0
2125,2003-06-24,Spain,1,0,1
2126,2003-06-24,Sweden,3,0,3
2127,2003-06-24,Switzerland,1,0,1
2128,2003-06-24,Thailand,9,2,7
2129,2003-06-24,United Kingdom,4,0,4
2130,2003-06-24,United States,75,0,36
2131,2003-06-24,Viet Nam,63,5,58
2132,2003-06-25,Brazil,3,0,2
2133,2003-06-25,Canada,250,37,188
2134,2003-06-25,China,5327,348,4916
2135,2003-06-25,"Hong Kong SAR, China",1755,296,1419
2136,2003-06-25,"Macao SAR, China",1,0,1
2137,2003-06-25,"Taiwan, China",686,84,492
2138,2003-06-25,Colombia,1,0,1
2139,2003-06-25,Finland,1,0,1
2140,2003-06-25,France,7,0,6
2141,2003-06-25,Germany,10,0,9
2142,2003-06-25,India,3,0,3
2143,2003-06-25,Indonesia,2,0,2
2144,2003-06-25,Italy,9,0,9
2145,2003-06-25,Japan,1,0,0
2146,2003-06-25,Kuwait,1,0,1
2147,2003-06-25,Malaysia,5,2,3
2148,2003-06-25,Mongolia,9,0,9
2149,2003-06-25,New Zealand,1,0,1
2150,2003-06-25,Philippines,14,2,12
2151,2003-06-25,Republic of Ireland,1,0,1
2152,2003-06-25,Republic of Korea,3,0,3
2153,2003-06-25,Romania,1,0,1
2154,2003-06-25,Russian Federation,1,0,0
2155,2003-06-25,Singapore,206,31,170
2156,2003-06-25,South Africa,1,1,0
2157,2003-06-25,Spain,1,0,1
2158,2003-06-25,Sweden,3,0,3
2159,2003-06-25,Switzerland,1,0,1
2160,2003-06-25,Thailand,9,2,7
2161,2003-06-25,United Kingdom,4,0,4
2162,2003-06-25,United States,75,0,36
2163,2003-06-25,Viet Nam,63,5,58
2164,2003-06-26,Brazil,3,0,2
2165,2003-06-26,Canada,251,37,190
2166,2003-06-26,China,5327,348,4921
2167,2003-06-26,"Hong Kong SAR, China",1755,296,1419
2168,2003-06-26,"Macao SAR, China",1,0,1
2169,2003-06-26,"Taiwan, China",682,84,491
2170,2003-06-26,Colombia,1,0,1
2171,2003-06-26,Finland,1,0,1
2172,2003-06-26,France,7,0,6
2173,2003-06-26,Germany,10,0,9
2174,2003-06-26,India,3,0,3
2175,2003-06-26,Indonesia,2,0,2
2176,2003-06-26,Italy,9,0,9
2177,2003-06-26,Japan,1,0,0
2178,2003-06-26,Kuwait,1,0,1
2179,2003-06-26,Malaysia,5,2,3
2180,2003-06-26,Mongolia,9,0,9
2181,2003-06-26,New Zealand,1,0,1
2182,2003-06-26,Philippines,14,2,12
2183,2003-06-26,Republic of Ireland,1,0,1
2184,2003-06-26,Republic of Korea,3,0,3
2185,2003-06-26,Romania,1,0,1
2186,2003-06-26,Russian Federation,1,0,0
2187,2003-06-26,Singapore,206,32,170
2188,2003-06-26,South Africa,1,1,0
2189,2003-06-26,Spain,1,0,1
2190,2003-06-26,Sweden,3,0,3
2191,2003-06-26,Switzerland,1,0,1
2192,2003-06-26,Thailand,9,2,7
2193,2003-06-26,United Kingdom,4,0,4
2194,2003-06-26,United States,74,0,36
2195,2003-06-26,Viet Nam,63,5,58
2196,2003-06-27,Brazil,3,0,2
2197,2003-06-27,Canada,251,37,191
2198,2003-06-27,China,5327,348,4921
2199,2003-06-27,"Hong Kong SAR, China",1755,297,1422
2200,2003-06-27,"Macao SAR, China",1,0,1
2201,2003-06-27,"Taiwan, China",681,84,492
2202,2003-06-27,Colombia,1,0,1
2203,2003-06-27,Finland,1,0,1
2204,2003-06-27,France,7,0,6
2205,2003-06-27,Germany,10,0,9
2206,2003-06-27,India,3,0,3
2207,2003-06-27,Indonesia,2,0,2
2208,2003-06-27,Italy,5,0,5
2209,2003-06-27,Kuwait,1,0,1
2210,2003-06-27,Malaysia,5,2,3
2211,2003-06-27,Mongolia,9,0,9
2212,2003-06-27,New Zealand,1,0,1
2213,2003-06-27,Philippines,14,2,12
2214,2003-06-27,Republic of Ireland,1,0,1
2215,2003-06-27,Republic of Korea,3,0,3
2216,2003-06-27,Romania,1,0,1
2217,2003-06-27,Russian Federation,1,0,0
2218,2003-06-27,Singapore,206,32,171
2219,2003-06-27,South Africa,1,1,0
2220,2003-06-27,Spain,1,0,1
2221,2003-06-27,Sweden,3,0,3
2222,2003-06-27,Switzerland,1,0,1
2223,2003-06-27,Thailand,9,2,7
2224,2003-06-27,United Kingdom,4,0,4
2225,2003-06-27,United States,74,0,64
2226,2003-06-27,Viet Nam,63,5,58
2227,2003-06-30,Australia,5,0,5
2228,2003-06-30,Brazil,3,0,2
2229,2003-06-30,Canada,252,37,192
2230,2003-06-30,China,5327,348,4927
2231,2003-06-30,"Hong Kong SAR, China",1755,298,1429
2232,2003-06-30,"Macao SAR, China",1,0,1
2233,2003-06-30,"Taiwan, China",678,84,495
2234,2003-06-30,Colombia,1,0,1
2235,2003-06-30,Finland,1,0,1
2236,2003-06-30,France,7,0,6
2237,2003-06-30,Germany,10,0,9
2238,2003-06-30,India,3,0,3
2239,2003-06-30,Indonesia,2,0,2
2240,2003-06-30,Italy,5,0,5
2241,2003-06-30,Kuwait,1,0,1
2242,2003-06-30,Malaysia,5,2,3
2243,2003-06-30,Mongolia,9,0,9
2244,2003-06-30,New Zealand,1,0,1
2245,2003-06-30,Philippines,14,2,12
2246,2003-06-30,Republic of Ireland,1,0,1
2247,2003-06-30,Republic of Korea,3,0,3
2248,2003-06-30,Romania,1,0,1
2249,2003-06-30,Russian Federation,1,0,0
2250,2003-06-30,Singapore,206,32,171
2251,2003-06-30,South Africa,1,1,0
2252,2003-06-30,Spain,1,0,1
2253,2003-06-30,Sweden,3,0,3
2254,2003-06-30,Switzerland,1,0,1
2255,2003-06-30,Thailand,9,2,7
2256,2003-06-30,United Kingdom,4,0,4
2257,2003-06-30,United States,73,0,63
2258,2003-06-30,Viet Nam,63,5,58
2259,2003-07-01,Brazil,1,0,1
2260,2003-07-01,Canada,252,38,192
2261,2003-07-01,China,5327,348,4930
2262,2003-07-01,"Hong Kong SAR, China",1755,298,1429
2263,2003-07-01,"Macao SAR, China",1,0,1
2264,2003-07-01,"Taiwan, China",678,84,498
2265,2003-07-01,Colombia,1,0,1
2266,2003-07-01,Finland,1,0,1
2267,2003-07-01,France,7,0,6
2268,2003-07-01,Germany,10,0,9
2269,2003-07-01,India,3,0,3
2270,2003-07-01,Indonesia,2,0,2
2271,2003-07-01,Italy,5,0,5
2272,2003-07-01,Kuwait,1,0,1
2273,2003-07-01,Malaysia,5,2,3
2274,2003-07-01,Mongolia,9,0,9
2275,2003-07-01,New Zealand,1,0,1
2276,2003-07-01,Philippines,14,2,12
2277,2003-07-01,Republic of Ireland,1,0,1
2278,2003-07-01,Republic of Korea,3,0,3
2279,2003-07-01,Romania,1,0,1
2280,2003-07-01,Russian Federation,1,0,0
2281,2003-07-01,Singapore,206,32,171
2282,2003-07-01,South Africa,1,1,0
2283,2003-07-01,Spain,1,0,1
2284,2003-07-01,Sweden,3,0,3
2285,2003-07-01,Switzerland,1,0,1
2286,2003-07-01,Thailand,9,2,7
2287,2003-07-01,United Kingdom,4,0,4
2288,2003-07-01,United States,73,0,63
2289,2003-07-01,Viet Nam,63,5,58
2290,2003-07-02,Brazil,1,0,1
2291,2003-07-02,Canada,252,38,192
2292,2003-07-02,China,5327,348,4933
2293,2003-07-02,"Hong Kong SAR, China",1755,298,1429
2294,2003-07-02,"Macao SAR, China",1,0,1
2295,2003-07-02,"Taiwan, China",676,84,498
2296,2003-07-02,Colombia,1,0,1
2297,2003-07-02,Finland,1,0,1
2298,2003-07-02,France,7,0,6
2299,2003-07-02,Germany,10,0,9
2300,2003-07-02,India,3,0,3
2301,2003-07-02,Indonesia,2,0,2
2302,2003-07-02,Italy,4,0,4
2303,2003-07-02,Kuwait,1,0,1
2304,2003-07-02,Malaysia,5,2,3
2305,2003-07-02,Mongolia,9,0,9
2306,2003-07-02,New Zealand,1,0,1
2307,2003-07-02,Philippines,14,2,12
2308,2003-07-02,Republic of Ireland,1,0,1
2309,2003-07-02,Republic of Korea,3,0,3
2310,2003-07-02,Romania,1,0,1
2311,2003-07-02,Russian Federation,1,0,0
2312,2003-07-02,Singapore,206,32,171
2313,2003-07-02,South Africa,1,1,0
2314,2003-07-02,Spain,1,0,1
2315,2003-07-02,Sweden,3,0,3
2316,2003-07-02,Switzerland,1,0,1
2317,2003-07-02,Thailand,9,2,7
2318,2003-07-02,United Kingdom,4,0,4
2319,2003-07-02,United States,73,0,63
2320,2003-07-02,Viet Nam,63,5,58
2321,2003-07-03,Brazil,1,0,1
2322,2003-07-03,Canada,251,38,193
2323,2003-07-03,China,5327,348,4933
2324,2003-07-03,"Hong Kong SAR, China",1755,298,1429
2325,2003-07-03,"Macao SAR, China",1,0,1
2326,2003-07-03,"Taiwan, China",674,84,498
2327,2003-07-03,Colombia,1,0,1
2328,2003-07-03,Finland,1,0,1
2329,2003-07-03,France,7,0,6
2330,2003-07-03,Germany,10,0,9
2331,2003-07-03,India,3,0,3
2332,2003-07-03,Indonesia,2,0,2
2333,2003-07-03,Italy,4,0,4
2334,2003-07-03,Kuwait,1,0,1
2335,2003-07-03,Malaysia,5,2,3
2336,2003-07-03,Mongolia,9,0,9
2337,2003-07-03,New Zealand,1,0,1
2338,2003-07-03,Philippines,14,2,12
2339,2003-07-03,Republic of Ireland,1,0,1
2340,2003-07-03,Republic of Korea,3,0,3
2341,2003-07-03,Romania,1,0,1
2342,2003-07-03,Russian Federation,1,0,0
2343,2003-07-03,Singapore,206,32,171
2344,2003-07-03,South Africa,1,1,0
2345,2003-07-03,Spain,1,0,1
2346,2003-07-03,Sweden,3,0,3
2347,2003-07-03,Switzerland,1,0,1
2348,2003-07-03,Thailand,9,2,7
2349,2003-07-03,United Kingdom,4,0,4
2350,2003-07-03,United States,73,0,65
2351,2003-07-03,Viet Nam,63,5,58
2352,2003-07-04,Brazil,1,0,1
2353,2003-07-04,Canada,251,38,193
2354,2003-07-04,China,5327,348,4934
2355,2003-07-04,"Hong Kong SAR, China",1755,298,1430
2356,2003-07-04,"Macao SAR, China",1,0,1
2357,2003-07-04,"Taiwan, China",674,84,500
2358,2003-07-04,Colombia,1,0,1
2359,2003-07-04,Finland,1,0,1
2360,2003-07-04,France,7,0,6
2361,2003-07-04,Germany,10,0,9
2362,2003-07-04,India,3,0,3
2363,2003-07-04,Indonesia,2,0,2
2364,2003-07-04,Italy,4,0,4
2365,2003-07-04,Kuwait,1,0,1
2366,2003-07-04,Malaysia,5,2,3
2367,2003-07-04,Mongolia,9,0,9
2368,2003-07-04,New Zealand,1,0,1
2369,2003-07-04,Philippines,14,2,12
2370,2003-07-04,Republic of Ireland,1,0,1
2371,2003-07-04,Republic of Korea,3,0,3
2372,2003-07-04,Romania,1,0,1
2373,2003-07-04,Russian Federation,1,0,0
2374,2003-07-04,Singapore,206,32,171
2375,2003-07-04,South Africa,1,1,0
2376,2003-07-04,Spain,1,0,1
2377,2003-07-04,Sweden,3,0,3
2378,2003-07-04,Switzerland,1,0,1
2379,2003-07-04,Thailand,9,2,7
2380,2003-07-04,United Kingdom,4,0,4
2381,2003-07-04,United States,73,0,65
2382,2003-07-04,Viet Nam,63,5,58
2383,2003-07-07,Brazil,1,0,1
2384,2003-07-07,Canada,251,38,193
2385,2003-07-07,China,5327,348,4934
2386,2003-07-07,"Hong Kong SAR, China",1755,298,1430
2387,2003-07-07,"Macao SAR, China",1,0,1
2388,2003-07-07,"Taiwan, China",674,84,500
2389,2003-07-07,Colombia,1,0,1
2390,2003-07-07,Finland,1,0,1
2391,2003-07-07,France,7,0,6
2392,2003-07-07,Germany,10,0,9
2393,2003-07-07,India,3,0,3
2394,2003-07-07,Indonesia,2,0,2
2395,2003-07-07,Italy,4,0,4
2396,2003-07-07,Kuwait,1,0,1
2397,2003-07-07,Malaysia,5,2,3
2398,2003-07-07,Mongolia,9,0,9
2399,2003-07-07,New Zealand,1,0,1
2400,2003-07-07,Philippines,14,2,12
2401,2003-07-07,Republic of Ireland,1,0,1
2402,2003-07-07,Republic of Korea,3,0,3
2403,2003-07-07,Romania,1,0,1
2404,2003-07-07,Russian Federation,1,0,0
2405,2003-07-07,Singapore,206,32,171
2406,2003-07-07,South Africa,1,1,0
2407,2003-07-07,Spain,1,0,1
2408,2003-07-07,Sweden,3,0,3
2409,2003-07-07,Switzerland,1,0,1
2410,2003-07-07,Thailand,9,2,7
2411,2003-07-07,United Kingdom,4,0,4
2412,2003-07-07,United States,73,0,65
2413,2003-07-07,Viet Nam,63,5,58
2414,2003-07-08,Brazil,1,0,1
2415,2003-07-08,Canada,250,38,194
2416,2003-07-08,China,5327,348,4934
2417,2003-07-08,"Hong Kong SAR, China",1755,298,1430
2418,2003-07-08,"Macao SAR, China",1,0,1
2419,2003-07-08,"Taiwan, China",671,84,502
2420,2003-07-08,Colombia,1,0,1
2421,2003-07-08,Finland,1,0,1
2422,2003-07-08,France,7,0,6
2423,2003-07-08,Germany,10,0,9
2424,2003-07-08,India,3,0,3
2425,2003-07-08,Indonesia,2,0,2
2426,2003-07-08,Italy,4,0,4
2427,2003-07-08,Kuwait,1,0,1
2428,2003-07-08,Malaysia,5,2,3
2429,2003-07-08,Mongolia,9,0,9
2430,2003-07-08,New Zealand,1,0,1
2431,2003-07-08,Philippines,14,2,12
2432,2003-07-08,Republic of Ireland,1,0,1
2433,2003-07-08,Republic of Korea,3,0,3
2434,2003-07-08,Romania,1,0,1
2435,2003-07-08,Russian Federation,1,0,0
2436,2003-07-08,Singapore,206,32,171
2437,2003-07-08,South Africa,1,1,0
2438,2003-07-08,Spain,1,0,1
2439,2003-07-08,Sweden,3,0,3
2440,2003-07-08,Switzerland,1,0,1
2441,2003-07-08,Thailand,9,2,7
2442,2003-07-08,United Kingdom,4,0,4
2443,2003-07-08,United States,74,0,64
2444,2003-07-08,Viet Nam,63,5,58
2445,2003-07-09,Brazil,1,0,1
2446,2003-07-09,Canada,249,38,193
2447,2003-07-09,China,5327,348,4939
2448,2003-07-09,"Hong Kong SAR, China",1755,298,1431
2449,2003-07-09,"Macao SAR, China",1,0,1
2450,2003-07-09,"Taiwan, China",671,84,504
2451,2003-07-09,Colombia,1,0,1
2452,2003-07-09,Finland,1,0,1
2453,2003-07-09,France,7,0,6
2454,2003-07-09,Germany,10,0,9
2455,2003-07-09,India,3,0,3
2456,2003-07-09,Indonesia,2,0,2
2457,2003-07-09,Italy,4,0,4
2458,2003-07-09,Kuwait,1,0,1
2459,2003-07-09,Malaysia,5,2,3
2460,2003-07-09,Mongolia,9,0,9
2461,2003-07-09,New Zealand,1,0,1
2462,2003-07-09,Philippines,14,2,12
2463,2003-07-09,Republic of Ireland,1,0,1
2464,2003-07-09,Republic of Korea,3,0,3
2465,2003-07-09,Romania,1,0,1
2466,2003-07-09,Russian Federation,1,0,0
2467,2003-07-09,Singapore,206,32,171
2468,2003-07-09,South Africa,1,1,0
2469,2003-07-09,Spain,1,0,1
2470,2003-07-09,Sweden,3,0,3
2471,2003-07-09,Switzerland,1,0,1
2472,2003-07-09,Thailand,9,2,7
2473,2003-07-09,United Kingdom,4,0,4
2474,2003-07-09,United States,75,0,67
2475,2003-07-09,Viet Nam,63,5,58
2476,2003-07-10,Brazil,1,0,1
2477,2003-07-10,Canada,250,38,194
2478,2003-07-10,China,5327,348,4941
2479,2003-07-10,"Hong Kong SAR, China",1755,298,1431
2480,2003-07-10,"Macao SAR, China",1,0,1
2481,2003-07-10,"Taiwan, China",671,84,506
2482,2003-07-10,Colombia,1,0,1
2483,2003-07-10,Finland,1,0,1
2484,2003-07-10,France,7,0,6
2485,2003-07-10,Germany,10,0,9
2486,2003-07-10,India,3,0,3
2487,2003-07-10,Indonesia,2,0,2
2488,2003-07-10,Italy,4,0,4
2489,2003-07-10,Kuwait,1,0,1
2490,2003-07-10,Malaysia,5,2,3
2491,2003-07-10,Mongolia,9,0,9
2492,2003-07-10,New Zealand,1,0,1
2493,2003-07-10,Philippines,14,2,12
2494,2003-07-10,Republic of Ireland,1,0,1
2495,2003-07-10,Republic of Korea,3,0,3
2496,2003-07-10,Romania,1,0,1
2497,2003-07-10,Russian Federation,1,0,0
2498,2003-07-10,Singapore,206,32,172
2499,2003-07-10,South Africa,1,1,0
2500,2003-07-10,Spain,1,0,1
2501,2003-07-10,Sweden,3,0,3
2502,2003-07-10,Switzerland,1,0,1
2503,2003-07-10,Thailand,9,2,7
2504,2003-07-10,United Kingdom,4,0,4
2505,2003-07-10,United States,75,0,67
2506,2003-07-10,Viet Nam,63,5,58
2507,2003-07-11,Brazil,1,0,1
2508,2003-07-11,Canada,250,38,194
2509,2003-07-11,China,5327,348,4941
2510,2003-07-11,"Hong Kong SAR, China",1755,298,1433
2511,2003-07-11,"Macao SAR, China",1,0,1
2512,2003-07-11,"Taiwan, China",671,84,507
2513,2003-07-11,Colombia,1,0,1
2514,2003-07-11,Finland,1,0,1
2515,2003-07-11,France,7,1,6
2516,2003-07-11,Germany,10,0,9
2517,2003-07-11,India,3,0,3
2518,2003-07-11,Indonesia,2,0,2
2519,2003-07-11,Italy,4,0,4
2520,2003-07-11,Kuwait,1,0,1
2521,2003-07-11,Malaysia,5,2,3
2522,2003-07-11,Mongolia,9,0,9
2523,2003-07-11,New Zealand,1,0,1
2524,2003-07-11,Philippines,14,2,12
2525,2003-07-11,Republic of Ireland,1,0,1
2526,2003-07-11,Republic of Korea,3,0,3
2527,2003-07-11,Romania,1,0,1
2528,2003-07-11,Russian Federation,1,0,0
2529,2003-07-11,Singapore,206,32,172
2530,2003-07-11,South Africa,1,1,0
2531,2003-07-11,Spain,1,0,1
2532,2003-07-11,Sweden,3,0,3
2533,2003-07-11,Switzerland,1,0,1
2534,2003-07-11,Thailand,9,2,7
2535,2003-07-11,United Kingdom,4,0,4
2536,2003-07-11,United States,75,0,67
2537,2003-07-11,Viet Nam,63,5,58
